"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sptb",2.81887669394718e-29,0.685085394982097,0.538,0.181,4.25114794214174e-25,"MEGLU6","Sptb"
"Frmpd4",2.89639531658731e-29,0.396145826076768,0.322,0.068,4.36805377694533e-25,"MEGLU6","Frmpd4"
"Vwc2",3.25249612026315e-29,0.641352237916478,0.42,0.115,4.90508939896885e-25,"MEGLU6","Vwc2"
"Itm2c",4.08867580222004e-29,1.07142351376425,0.909,0.722,6.16613197732804e-25,"MEGLU6","Itm2c"
"Kit",4.31412861792381e-29,0.436928554005313,0.322,0.068,6.50613736869089e-25,"MEGLU6","Kit"
"Cdh2",4.9736686845519e-29,0.845832776787687,0.622,0.264,7.50078974317272e-25,"MEGLU6","Cdh2"
"Slc32a1",6.07225979805581e-29,-1.26981070081075,0.021,0.527,9.15757500144797e-25,"MEGLU6","Slc32a1"
"Chst1",6.35271241993732e-29,0.7452473472196,0.692,0.313,9.58052560050747e-25,"MEGLU6","Chst1"
"Man2a2",6.67630348800591e-29,0.687144568396946,0.748,0.36,1.00685332902617e-24,"MEGLU6","Man2a2"
"Rab11fip4",1.12176686683753e-28,0.775655846544741,0.65,0.273,1.69173661187768e-24,"MEGLU6","Rab11fip4"
"Gabrb1",1.13810975647275e-28,0.870382636939059,0.692,0.313,1.71638332373655e-24,"MEGLU6","Gabrb1"
"Scn2b",1.26800083717721e-28,0.872595549590743,0.846,0.506,1.91227206254694e-24,"MEGLU6","Scn2b"
"Pbx3",1.65213757465878e-28,0.831578305998396,0.566,0.212,2.49158867634291e-24,"MEGLU6","Pbx3"
"March2",3.20241634087467e-28,0.832876805441654,0.839,0.539,4.82956408367309e-24,"MEGLU6","March2"
"A830018L16Rik",3.88531615374378e-28,0.543370935964129,0.434,0.125,5.85944529146099e-24,"MEGLU6","A830018L16Rik"
"Kcna2",4.74960154985604e-28,0.90532218343504,0.867,0.519,7.1628740973379e-24,"MEGLU6","Kcna2"
"Pid1",5.12285003447667e-28,0.591993596103563,0.476,0.145,7.72577013699427e-24,"MEGLU6","Pid1"
"Gde1",5.1527782349693e-28,0.819731179915655,0.86,0.586,7.7709048561572e-24,"MEGLU6","Gde1"
"Ppfibp1",5.42532565933102e-28,0.330857244135446,0.252,0.044,8.1819336268371e-24,"MEGLU6","Ppfibp1"
"Ptpre",6.19361800980315e-28,0.622872699616811,0.524,0.174,9.34059532058413e-24,"MEGLU6","Ptpre"
"Ywhab",6.52417642600249e-28,1.08366748221155,0.902,0.818,9.83911046805435e-24,"MEGLU6","Ywhab"
"Ppp3r1",8.00667815435644e-28,0.953281596991496,0.888,0.635,1.20748713245849e-23,"MEGLU6","Ppp3r1"
"Cdk5r1",9.13885914511152e-28,0.91618376870182,0.867,0.602,1.37823134767427e-23,"MEGLU6","Cdk5r1"
"Tnfrsf19",9.48982405739397e-28,0.292867442853893,0.245,0.042,1.43116036609559e-23,"MEGLU6","Tnfrsf19"
"Pnmal2",1.06613715529608e-27,0.902556705410326,0.944,0.768,1.60784144390202e-23,"MEGLU6","Pnmal2"
"Ttc3",1.37233147591896e-27,0.797079422755544,0.993,0.972,2.06961309883339e-23,"MEGLU6","Ttc3"
"Smpd3",1.45856434054896e-27,0.485343195099212,0.406,0.109,2.19966088198189e-23,"MEGLU6","Smpd3"
"Epb41l4b",1.46557937795374e-27,0.551102575360073,0.441,0.13,2.21024025989203e-23,"MEGLU6","Epb41l4b"
"Camk4",1.49635315321027e-27,0.818624354176327,0.678,0.291,2.25665019035642e-23,"MEGLU6","Camk4"
"9530059O14Rik",1.51673955849729e-27,0.748642075678739,0.657,0.28,2.28739492816977e-23,"MEGLU6","9530059O14Rik"
"Arhgef17",1.75734996209304e-27,0.644734721238525,0.58,0.216,2.65025947783252e-23,"MEGLU6","Arhgef17"
"Setd7",1.81699752513446e-27,0.626460373042132,0.517,0.182,2.74021396765528e-23,"MEGLU6","Setd7"
"Pde2a",2.1847026674066e-27,0.567367116118887,0.441,0.132,3.2947500927159e-23,"MEGLU6","Pde2a"
"Cacnb3",2.315562560932e-27,0.708496481998171,0.58,0.223,3.49209989814155e-23,"MEGLU6","Cacnb3"
"Necab2",2.5536824967134e-27,0.777619542449825,0.566,0.217,3.85120857329347e-23,"MEGLU6","Necab2"
"Bcl7a",2.84903512012415e-27,0.715437494020694,0.594,0.245,4.29662986465923e-23,"MEGLU6","Bcl7a"
"Slc12a5",3.06079323090045e-27,0.837127649345924,0.923,0.743,4.61598227152096e-23,"MEGLU6","Slc12a5"
"Eif4a2",3.79613052135578e-27,0.955775653182009,0.958,0.903,5.72494443925665e-23,"MEGLU6","Eif4a2"
"Fut9",4.39932957759056e-27,0.825311272369112,0.79,0.405,6.63462893596432e-23,"MEGLU6","Fut9"
"Cntnap2",4.65316132553758e-27,1.11454725092687,0.839,0.595,7.01743259504323e-23,"MEGLU6","Cntnap2"
"Snca",4.89853812188061e-27,0.905181680641877,0.86,0.446,7.38748534160814e-23,"MEGLU6","Snca"
"Adrbk2",5.14330657537957e-27,0.521088969085327,0.483,0.153,7.75662064632993e-23,"MEGLU6","Adrbk2"
"Prnp",5.77363268360841e-27,0.787691955905363,0.958,0.762,8.70721545014984e-23,"MEGLU6","Prnp"
"Chd3",8.03968523880032e-27,0.921979968673718,0.916,0.706,1.21246493086348e-22,"MEGLU6","Chd3"
"Abcd3",8.22449297517476e-27,0.50236279035118,0.538,0.184,1.24033578558611e-22,"MEGLU6","Abcd3"
"Cdc42bpa",8.30826469388842e-27,0.81064329863423,0.692,0.342,1.25296939848531e-22,"MEGLU6","Cdc42bpa"
"Tef",1.29867899792882e-26,0.742756455061916,0.811,0.444,1.95853779677645e-22,"MEGLU6","Tef"
"Tenm4",1.32237700295779e-26,0.76672959643955,0.664,0.303,1.99427675816065e-22,"MEGLU6","Tenm4"
"Kirrel3",1.93489409079458e-26,0.402844108861096,0.371,0.094,2.91801377832731e-22,"MEGLU6","Kirrel3"
"mt-Nd2",2.08623696655296e-26,0.795093250030772,1,0.96,3.14625396925852e-22,"MEGLU6","mt-Nd2"
"Dscaml1",2.09732309944854e-26,0.255633043734309,0.231,0.039,3.16297296627834e-22,"MEGLU6","Dscaml1"
"Pik3r1",2.61449813319386e-26,0.655020873656356,0.573,0.226,3.94292463466966e-22,"MEGLU6","Pik3r1"
"Caln1",2.73782722803811e-26,0.784634218900534,0.72,0.342,4.12891724260427e-22,"MEGLU6","Caln1"
"Kitl",3.08517641158734e-26,0.393331337267735,0.294,0.062,4.65275454631487e-22,"MEGLU6","Kitl"
"Ypel3",3.12264398923911e-26,0.931566088649802,0.958,0.955,4.70925940017151e-22,"MEGLU6","Ypel3"
"Spon1",3.17845226912276e-26,0.600387499567334,0.441,0.134,4.79342386706404e-22,"MEGLU6","Spon1"
"Rit2",3.20817515199936e-26,0.813329882354531,0.762,0.381,4.83824894673023e-22,"MEGLU6","Rit2"
"Tsc22d1",3.23028602223154e-26,0.898059583663519,0.944,0.81,4.87159435012738e-22,"MEGLU6","Tsc22d1"
"Pbx1",3.30773347911184e-26,1.05143949320947,0.825,0.552,4.98839285984857e-22,"MEGLU6","Pbx1"
"Cers6",3.71328546333596e-26,0.467790984761345,0.392,0.109,5.60000580725696e-22,"MEGLU6","Cers6"
"Rgs4",3.78878735164346e-26,1.02877544270799,0.671,0.324,5.7138702050135e-22,"MEGLU6","Rgs4"
"St8sia6",3.89937071349363e-26,0.281068328664056,0.238,0.042,5.88064097301974e-22,"MEGLU6","St8sia6"
"Sap30",4.4916870599428e-26,0.279979912889392,0.217,0.036,6.77391325509973e-22,"MEGLU6","Sap30"
"Syt1",4.54746778492398e-26,0.822291431650007,0.993,0.866,6.85803616644385e-22,"MEGLU6","Syt1"
"Fry",5.19441929277996e-26,0.666311759013257,0.678,0.319,7.83370373544146e-22,"MEGLU6","Fry"
"Slc6a1",6.15941996792629e-26,-1.18795091938132,0.245,0.671,9.28902125362964e-22,"MEGLU6","Slc6a1"
"Mtpn",6.90435423123543e-26,0.777810493769442,0.657,0.309,1.04124566161262e-21,"MEGLU6","Mtpn"
"Arhgef9",6.97796688751497e-26,0.868835681063371,0.776,0.457,1.05234718630613e-21,"MEGLU6","Arhgef9"
"Rtn4rl1",7.18219080302244e-26,0.573645937376849,0.594,0.23,1.08314619500381e-21,"MEGLU6","Rtn4rl1"
"Grin2b",8.08903490030538e-26,0.8914837925249,0.881,0.591,1.21990735331505e-21,"MEGLU6","Grin2b"
"Rcan1",9.21467548630011e-26,0.608700217578273,0.517,0.179,1.38966521008892e-21,"MEGLU6","Rcan1"
"Prkce",1.24934818716346e-25,0.802566401710794,0.818,0.484,1.88414200106121e-21,"MEGLU6","Prkce"
"Mapk11",1.48946760400016e-25,0.354922727067624,0.301,0.067,2.24626609359264e-21,"MEGLU6","Mapk11"
"Nacc2",1.67918725874689e-25,0.659456226945291,0.727,0.337,2.53238230491618e-21,"MEGLU6","Nacc2"
"Nptx2",1.73586894417908e-25,0.664343173445494,0.406,0.116,2.61786395471646e-21,"MEGLU6","Nptx2"
"Stk32c",1.75837247506025e-25,0.653671105763758,0.573,0.228,2.65180152963837e-21,"MEGLU6","Stk32c"
"Dlgap1",1.78015785216426e-25,0.819402351778807,0.755,0.415,2.68465605684892e-21,"MEGLU6","Dlgap1"
"Mapre2",2.04181775077644e-25,0.82124982358315,0.846,0.561,3.07926534994595e-21,"MEGLU6","Mapre2"
"Unc13b",2.19541274065052e-25,0.497151433607035,0.364,0.097,3.31090195417506e-21,"MEGLU6","Unc13b"
"Mmp17",2.20140661252203e-25,0.4662629825776,0.399,0.11,3.31994131234447e-21,"MEGLU6","Mmp17"
"Hsp90ab1",3.02862272646113e-25,0.866432702492612,0.951,0.866,4.56746593377603e-21,"MEGLU6","Hsp90ab1"
"Dpysl3",3.16821389859553e-25,0.743443982710193,0.608,0.259,4.77798338047192e-21,"MEGLU6","Dpysl3"
"Chst2",3.85824993113087e-25,0.767193019208884,0.538,0.21,5.81862672113847e-21,"MEGLU6","Chst2"
"Rtn4",4.17981811850362e-25,0.787178095928637,0.937,0.783,6.3035837045153e-21,"MEGLU6","Rtn4"
"Tmem30a",4.53801849354981e-25,0.864176855067304,0.79,0.493,6.84378569012247e-21,"MEGLU6","Tmem30a"
"Dock3",5.70269037681076e-25,0.739297630705239,0.706,0.355,8.60022735726831e-21,"MEGLU6","Dock3"
"Nsg2",5.88084070815552e-25,0.717316605489151,0.965,0.866,8.86889587196934e-21,"MEGLU6","Nsg2"
"Tspan2",7.11126646191556e-25,0.519445847584781,0.517,0.183,1.07245009512149e-20,"MEGLU6","Tspan2"
"Ccser2",7.16781299054648e-25,0.641792473201359,0.706,0.343,1.08097787710431e-20,"MEGLU6","Ccser2"
"Pgm2l1",7.35304396891646e-25,0.819715213055282,0.846,0.624,1.10891256095229e-20,"MEGLU6","Pgm2l1"
"Scn9a",7.84377424726499e-25,0.211490315110706,0.189,0.028,1.18291959423003e-20,"MEGLU6","Scn9a"
"Adgrb2",7.99205429800406e-25,0.723299489438004,0.664,0.314,1.20528170868199e-20,"MEGLU6","Adgrb2"
"Lgalsl",8.47925821472148e-25,0.662510987613238,0.587,0.243,1.27875693136215e-20,"MEGLU6","Lgalsl"
"Phf24",9.8398348693502e-25,0.60330578241202,0.594,0.246,1.4839454966467e-20,"MEGLU6","Phf24"
"Zfp462",1.16092305016802e-24,0.850099683056006,0.664,0.337,1.7507880519584e-20,"MEGLU6","Zfp462"
"Tnr",1.43521157950353e-24,0.501720449974587,0.427,0.132,2.16444258304928e-20,"MEGLU6","Tnr"
"B3galt2",1.69566688057716e-24,0.495615808225951,0.448,0.143,2.55723522259841e-20,"MEGLU6","B3galt2"
"Clstn1",1.94258301137994e-24,0.838502927739258,0.951,0.842,2.92960943946208e-20,"MEGLU6","Clstn1"
"Cbx6",2.39373927770876e-24,0.910449636463034,0.923,0.813,3.60999820471258e-20,"MEGLU6","Cbx6"
"Ppp2r2c",2.63245630579086e-24,0.765571215353762,0.839,0.58,3.9700073547632e-20,"MEGLU6","Ppp2r2c"
"Grm4",3.03129700387901e-24,0.42969503259279,0.427,0.129,4.57149901154994e-20,"MEGLU6","Grm4"
"Mgat4c",3.15521894340771e-24,0.540704686374846,0.517,0.185,4.75838568855317e-20,"MEGLU6","Mgat4c"
"Ywhaz",3.20957636995746e-24,0.951485462007998,0.86,0.711,4.84036212353285e-20,"MEGLU6","Ywhaz"
"Vamp2",3.45531884218298e-24,0.92139627382681,0.916,0.885,5.21096634589615e-20,"MEGLU6","Vamp2"
"Fam63b",3.50291392014871e-24,0.790621797138721,0.636,0.301,5.28274448297626e-20,"MEGLU6","Fam63b"
"Tcf7l2",3.60731108012602e-24,0.352008814230988,0.545,0.173,5.44018583993805e-20,"MEGLU6","Tcf7l2"
"Dlgap4",3.68794767685758e-24,0.697746559429747,0.671,0.328,5.56179389146891e-20,"MEGLU6","Dlgap4"
"Pou3f1",3.96062690967182e-24,0.331896012446304,0.245,0.048,5.97302144247607e-20,"MEGLU6","Pou3f1"
"Agap1",4.10521785209261e-24,0.763427928093438,0.664,0.336,6.19107904274087e-20,"MEGLU6","Agap1"
"Map4",4.11253450893393e-24,0.896870577897233,0.839,0.586,6.20211329292327e-20,"MEGLU6","Map4"
"Adam10",4.36709332621923e-24,0.412138808350357,0.35,0.094,6.58601344527122e-20,"MEGLU6","Adam10"
"Extl3",5.00221954010542e-24,0.576639008345975,0.517,0.196,7.54384728843298e-20,"MEGLU6","Extl3"
"Ank3",5.34466549457665e-24,0.844327513404814,0.916,0.776,8.06029003237104e-20,"MEGLU6","Ank3"
"Stk39",5.46333328368232e-24,0.627394842986694,0.462,0.152,8.23925292512131e-20,"MEGLU6","Stk39"
"Strbp",5.68589001582897e-24,0.817274419973463,0.825,0.569,8.57489073287166e-20,"MEGLU6","Strbp"
"Trpc5",6.15577237451362e-24,0.331632678199204,0.238,0.046,9.28352031800399e-20,"MEGLU6","Trpc5"
"Plcxd2",6.32254610140258e-24,0.659831380596384,0.573,0.228,9.53503177552523e-20,"MEGLU6","Plcxd2"
"Fkbp1a",7.12132155953499e-24,0.882751505578817,0.937,0.831,1.07396650439347e-19,"MEGLU6","Fkbp1a"
"D430041D05Rik",8.01758492101239e-24,0.465905393025419,0.483,0.161,1.20913198193788e-19,"MEGLU6","D430041D05Rik"
"Celf5",8.43626382567524e-24,0.508182044642471,0.629,0.266,1.27227294755008e-19,"MEGLU6","Celf5"
"Irx2",8.65968111092291e-24,0.333549190922618,0.301,0.07,1.30596650833828e-19,"MEGLU6","Irx2"
"Cntn1",1.57788829102009e-23,0.677611135564619,0.853,0.505,2.3796133316874e-19,"MEGLU6","Cntn1"
"Nek7",1.61107937424483e-23,0.423232564933029,0.322,0.08,2.42966880429862e-19,"MEGLU6","Nek7"
"Adgrb3",2.03056496929289e-23,0.623059688411042,0.587,0.246,3.06229503019061e-19,"MEGLU6","Adgrb3"
"Osbpl6",2.14475582915073e-23,0.561198426729999,0.497,0.181,3.23450626594221e-19,"MEGLU6","Osbpl6"
"Dst",3.1693049390845e-23,0.709483861246824,0.867,0.589,4.77962877863334e-19,"MEGLU6","Dst"
"Phka2",3.38989690102673e-23,0.382921906896058,0.329,0.085,5.11230351643841e-19,"MEGLU6","Phka2"
"Pcdh1",3.88282378734136e-23,0.401841680480606,0.364,0.102,5.85568655368951e-19,"MEGLU6","Pcdh1"
"Ttc14",4.25933357587298e-23,0.781236780425727,0.79,0.519,6.42350096577404e-19,"MEGLU6","Ttc14"
"Slc35f1",4.56021680700012e-23,0.515334247975288,0.483,0.173,6.87726296663689e-19,"MEGLU6","Slc35f1"
"Slc41a3",5.49671051623845e-23,0.295038778679922,0.259,0.055,8.2895891295392e-19,"MEGLU6","Slc41a3"
"Cit",6.23689275085905e-23,0.800789051369026,0.902,0.703,9.40585795757054e-19,"MEGLU6","Cit"
"Tcf4",6.38606156704633e-23,0.593241965643797,0.392,0.119,9.63081944926257e-19,"MEGLU6","Tcf4"
"Cyfip2",6.67077717976952e-23,0.777692922509351,0.895,0.65,1.00601990648104e-18,"MEGLU6","Cyfip2"
"Eif3f",7.25333771110763e-23,0.86809777483456,0.839,0.685,1.09387586021214e-18,"MEGLU6","Eif3f"
"Grin1",8.45941447539593e-23,0.770364075181905,0.797,0.48,1.27576429703446e-18,"MEGLU6","Grin1"
"Atp1b1",8.74655774263463e-23,0.657457498973472,1,0.971,1.31906837316673e-18,"MEGLU6","Atp1b1"
"Coro2b",9.61308668258796e-23,0.654165163407527,0.531,0.213,1.44974960260109e-18,"MEGLU6","Coro2b"
"Lynx1",9.97152741517662e-23,0.9250794282799,0.846,0.531,1.50380604948279e-18,"MEGLU6","Lynx1"
"Pitpnm3",1.02960791095738e-22,0.458803225063434,0.434,0.144,1.55275169051482e-18,"MEGLU6","Pitpnm3"
"Faim2",1.04831985536441e-22,0.737392363890037,0.951,0.801,1.58097117387507e-18,"MEGLU6","Faim2"
"Rpl3",1.0544795135432e-22,0.829255324285831,0.93,0.983,1.5902605543745e-18,"MEGLU6","Rpl3"
"Slc5a5",1.19012313628775e-22,0.317354183552826,0.238,0.048,1.79482470183556e-18,"MEGLU6","Slc5a5"
"Slc24a3",1.32804580528406e-22,0.797927685180337,0.79,0.464,2.00282587894889e-18,"MEGLU6","Slc24a3"
"Raph1",1.43175261284954e-22,0.606358149027172,0.65,0.301,2.1592261154384e-18,"MEGLU6","Raph1"
"Aplp2",1.45225103828982e-22,0.836284120875524,0.909,0.74,2.19013979084488e-18,"MEGLU6","Aplp2"
"Tcaf1",1.46511028044461e-22,0.700502951251965,0.811,0.53,2.20953281393852e-18,"MEGLU6","Tcaf1"
"Gnaq",1.66595286557718e-22,0.733304763054502,0.79,0.486,2.51242351657694e-18,"MEGLU6","Gnaq"
"Abhd12",1.7353425217663e-22,0.705233696115662,0.825,0.51,2.61707005707575e-18,"MEGLU6","Abhd12"
"Agtpbp1",1.83852469313654e-22,0.698280638468212,0.629,0.296,2.77267908971921e-18,"MEGLU6","Agtpbp1"
"Tspan17",1.89284001831688e-22,0.570099107551527,0.545,0.222,2.85459203162369e-18,"MEGLU6","Tspan17"
"Efhd2",2.0799440392556e-22,0.751331554847911,0.636,0.292,3.13676360560137e-18,"MEGLU6","Efhd2"
"Gulp1",2.12010616556991e-22,0.221990388439632,0.119,0.013,3.19733210829598e-18,"MEGLU6","Gulp1"
"Sptbn1",2.31635463446372e-22,0.786083705962822,0.888,0.701,3.49329442423474e-18,"MEGLU6","Sptbn1"
"Samd8",2.84621938552707e-22,0.489243062282204,0.455,0.16,4.29238345531337e-18,"MEGLU6","Samd8"
"Dusp3",3.17269960997252e-22,0.595632523780416,0.51,0.199,4.78474828179956e-18,"MEGLU6","Dusp3"
"Rph3a",3.2657966393838e-22,0.858142661829075,0.713,0.381,4.92514791185471e-18,"MEGLU6","Rph3a"
"Trnp1",3.29605513363329e-22,0.658491536143121,0.629,0.292,4.97078074703236e-18,"MEGLU6","Trnp1"
"Eno2",3.36860417668307e-22,0.86391521880682,0.958,0.834,5.08019195885574e-18,"MEGLU6","Eno2"
"Sirpa",3.66364555949557e-22,0.635495234740149,0.706,0.372,5.52514386827527e-18,"MEGLU6","Sirpa"
"Rbfox1",3.67032261811251e-22,0.88568288684593,0.776,0.479,5.53521354037548e-18,"MEGLU6","Rbfox1"
"Reep2",3.77465659747082e-22,0.691216589422916,0.643,0.326,5.69255961464574e-18,"MEGLU6","Reep2"
"Cadm3",4.03256009454918e-22,0.658728772738253,0.86,0.575,6.08150387858962e-18,"MEGLU6","Cadm3"
"Serp2",4.72593117802375e-22,0.803747512883876,0.937,0.841,7.12717680957762e-18,"MEGLU6","Serp2"
"Rps7",5.10729097015638e-22,0.799524058063169,0.93,0.942,7.70230551209283e-18,"MEGLU6","Rps7"
"Disp2",5.57691032925067e-22,0.697996721117361,0.923,0.708,8.41053846754293e-18,"MEGLU6","Disp2"
"Ncoa7",6.91472171282668e-22,0.693515710477192,0.713,0.385,1.04280918151139e-17,"MEGLU6","Ncoa7"
"Ids",7.17584578852762e-22,0.620290622388648,0.706,0.373,1.08218930336785e-17,"MEGLU6","Ids"
"Orai3",8.22704934133192e-22,0.298833910252951,0.238,0.05,1.24072131116627e-17,"MEGLU6","Orai3"
"Rims3",8.77834617865282e-22,0.618297665480241,0.657,0.317,1.32386238720263e-17,"MEGLU6","Rims3"
"Tmem108",9.34437191340166e-22,0.743390513506672,0.811,0.442,1.4092247282601e-17,"MEGLU6","Tmem108"
"Marcks",9.40403821485905e-22,0.837101448708771,0.825,0.545,1.41822300318289e-17,"MEGLU6","Marcks"
"Hpca",9.81697024230724e-22,0.87902056321033,0.685,0.386,1.48049728224236e-17,"MEGLU6","Hpca"
"Plppr4",1.01063167580275e-21,0.667854196754806,0.818,0.507,1.52413363027812e-17,"MEGLU6","Plppr4"
"Lgr5",1.13921133883295e-21,0.320044703923992,0.245,0.053,1.71804462009397e-17,"MEGLU6","Lgr5"
"Zfp365",1.34494130478878e-21,0.618979044935259,0.566,0.244,2.02830598175196e-17,"MEGLU6","Zfp365"
"Vstm2a",1.35112513050333e-21,0.770484638718622,0.601,0.297,2.03763180931208e-17,"MEGLU6","Vstm2a"
"Eif3e",1.50657989437438e-21,0.678584043932673,0.713,0.406,2.272073138706e-17,"MEGLU6","Eif3e"
"Cdkl2",1.60820853836574e-21,0.355199158384984,0.399,0.123,2.42533929670938e-17,"MEGLU6","Cdkl2"
"Sv2a",1.8002402942584e-21,0.701863606517146,0.979,0.882,2.71494238777109e-17,"MEGLU6","Sv2a"
"Kif26b",2.98788566496576e-21,0.311573584099332,0.28,0.067,4.50603037133487e-17,"MEGLU6","Kif26b"
"Astn1",3.01386371122664e-21,0.600629332857274,0.615,0.278,4.5452078629009e-17,"MEGLU6","Astn1"
"Spop",3.04253920628697e-21,0.685941789979874,0.902,0.675,4.58845337700138e-17,"MEGLU6","Spop"
"Add2",3.27334380379059e-21,0.72063928031467,0.601,0.291,4.9365297904966e-17,"MEGLU6","Add2"
"Stxbp1",3.30512237356245e-21,0.783641321282275,0.951,0.884,4.98445505156953e-17,"MEGLU6","Stxbp1"
"Dner",3.45272732743529e-21,0.599769097020419,0.706,0.368,5.20705808250516e-17,"MEGLU6","Dner"
"Timp2",3.56257968161884e-21,0.779964835749803,0.888,0.629,5.37272641784937e-17,"MEGLU6","Timp2"
"Nxph4",3.65128137641347e-21,0.253593904625794,0.203,0.038,5.50649744376916e-17,"MEGLU6","Nxph4"
"Cry2",4.26153823459099e-21,0.549267883091634,0.566,0.245,6.42682581158667e-17,"MEGLU6","Cry2"
"Actb",4.28045782453145e-21,0.786349799880227,0.902,0.715,6.45535844517587e-17,"MEGLU6","Actb"
"Fam19a5",4.96171763095259e-21,0.644311513812702,0.664,0.327,7.48276635923961e-17,"MEGLU6","Fam19a5"
"Camk2b",6.40151647865037e-21,0.711535996048581,0.902,0.693,9.65412700145263e-17,"MEGLU6","Camk2b"
"Camkk2",6.79671896869146e-21,0.63659381798923,0.664,0.343,1.02501318766836e-16,"MEGLU6","Camkk2"
"Matk",7.19216712412817e-21,0.597803925009609,0.811,0.497,1.08465072398977e-16,"MEGLU6","Matk"
"Plcb4",7.60567982622059e-21,1.01273193503201,0.797,0.529,1.14701257459233e-16,"MEGLU6","Plcb4"
"Lhx1os",7.71228250253478e-21,-0.81998430515922,0,0.402,1.16308932420727e-16,"MEGLU6","Lhx1os"
"Kcnf1",8.83158682033017e-21,0.366709863577417,0.336,0.095,1.33189160837399e-16,"MEGLU6","Kcnf1"
"Tpd52",8.83919429810726e-21,0.661483847658569,0.524,0.232,1.33303889209756e-16,"MEGLU6","Tpd52"
"Scrn1",9.19902970478873e-21,0.649929522639697,0.706,0.372,1.38730566977919e-16,"MEGLU6","Scrn1"
"Prkar1b",1.26720644247371e-20,0.803847078181386,0.888,0.711,1.9110740358946e-16,"MEGLU6","Prkar1b"
"BC005537",1.36084594942387e-20,0.712391725776925,0.699,0.405,2.05229177632613e-16,"MEGLU6","BC005537"
"Prkacb",1.36958902524671e-20,0.704737803615552,0.902,0.789,2.06547720897456e-16,"MEGLU6","Prkacb"
"Abr",1.60614128013507e-20,0.655810997279347,0.832,0.576,2.4222216645717e-16,"MEGLU6","Abr"
"Rab26",1.62937666467364e-20,0.45879555897061,0.406,0.137,2.45726294799431e-16,"MEGLU6","Rab26"
"Ppp3cb",1.7412869627524e-20,0.696365095629982,0.748,0.482,2.62603486852689e-16,"MEGLU6","Ppp3cb"
"Sgtb",1.77020998229839e-20,0.354822917662839,0.294,0.077,2.66965367430421e-16,"MEGLU6","Sgtb"
"Sub1",1.90460101248651e-20,0.763862416512149,0.937,0.816,2.87232878693091e-16,"MEGLU6","Sub1"
"Rpp25",2.19402698389114e-20,-0.795554582527325,0.007,0.403,3.30881209440623e-16,"MEGLU6","Rpp25"
"Scn8a",2.31018357106258e-20,0.658604822608258,0.804,0.457,3.48398784351948e-16,"MEGLU6","Scn8a"
"Fam49a",2.38015277076469e-20,0.441959114034149,0.434,0.152,3.58950839359023e-16,"MEGLU6","Fam49a"
"Pdha1",2.61589484260583e-20,0.59251579742733,0.769,0.451,3.94503101213385e-16,"MEGLU6","Pdha1"
"Hsph1",2.89774468939097e-20,0.712123546866471,0.825,0.548,4.37008876607052e-16,"MEGLU6","Hsph1"
"Scn1b",3.00049971640577e-20,0.708865058658241,0.874,0.557,4.52505362231154e-16,"MEGLU6","Scn1b"
"Nim1k",3.34709029058272e-20,0.381090167355506,0.35,0.105,5.0477468672278e-16,"MEGLU6","Nim1k"
"Rpl32",3.43830450649589e-20,0.832377377601861,0.937,0.949,5.18530702624645e-16,"MEGLU6","Rpl32"
"Zdhhc2",3.67821462564086e-20,0.503561157572475,0.462,0.172,5.54711547692898e-16,"MEGLU6","Zdhhc2"
"Miat",4.32714252019015e-20,0.561007185333495,0.615,0.287,6.52576363469877e-16,"MEGLU6","Miat"
"Aplp1",4.54478464995048e-20,0.68784497487233,0.902,0.727,6.85398973059032e-16,"MEGLU6","Aplp1"
"Hspa12a",4.64923753901957e-20,0.711681286415745,0.636,0.337,7.01151513259541e-16,"MEGLU6","Hspa12a"
"1700025G04Rik",4.91277218715595e-20,0.548499857806915,0.664,0.324,7.40895173544989e-16,"MEGLU6","1700025G04Rik"
"Ndrg3",5.49262492228801e-20,0.751525768931484,0.853,0.647,8.28342764530255e-16,"MEGLU6","Ndrg3"
"Gabra5",6.55633737230367e-20,0.412666640654169,0.343,0.103,9.88761239117116e-16,"MEGLU6","Gabra5"
"AI504432",7.04256377790481e-20,0.482638861522203,0.476,0.185,1.06208904334583e-15,"MEGLU6","AI504432"
"Gpcpd1",7.07208692902154e-20,0.460882030498098,0.503,0.2,1.06654142976574e-15,"MEGLU6","Gpcpd1"
"Lgi1",7.53591978463059e-20,0.467303200522292,0.441,0.158,1.13649206272014e-15,"MEGLU6","Lgi1"
"Glrb",8.24522698480658e-20,0.671038005299235,0.734,0.426,1.24346268157868e-15,"MEGLU6","Glrb"
"Rps2",8.91533104708677e-20,0.802714948166707,0.937,0.906,1.34452107521116e-15,"MEGLU6","Rps2"
"Rpl7",9.66435312070591e-20,0.724018573663305,0.874,0.767,1.45748109413366e-15,"MEGLU6","Rpl7"
"Hs6st1",9.68519682559061e-20,0.548156399873883,0.427,0.15,1.46062453326732e-15,"MEGLU6","Hs6st1"
"Dync1h1",9.97700736079851e-20,0.652578452401978,0.783,0.489,1.50463248008202e-15,"MEGLU6","Dync1h1"
"Pde4b",1.10953412316714e-19,0.41875252102877,0.42,0.146,1.67328841114837e-15,"MEGLU6","Pde4b"
